,Tweet,cleanedTweets
196,Had a conversation with President of Brazil @jairbolsonaro. Informed about the situation on the front. Discussed the importance of resuming 🇺🇦 grain exports to prevent a global food crisis provoked by Russia. I call on all partners to join the sanctions against the aggressor.,Had a conversation with President of Brazil . Informed about the situation on the front. Discussed the importance of resuming 🇺🇦 grain exports to prevent a global food crisis provoked by Russia. I call on all partners to join the sanctions against the aggressor.
197,"Spoke to @JustinTrudeau. Thanked for the continued powerful defense support. Reiterated that the international position on sanctions must be principled. After the terrorist attacks in Vinnytsia, Mykolaiv, Chasiv Yar, etc. the pressure must be increased, not decreased.","Spoke to . Thanked for the continued powerful defense support. Reiterated that the international position on sanctions must be principled. After the terrorist attacks in Vinnytsia, Mykolaiv, Chasiv Yar, etc. the pressure must be increased, not decreased."
198,"On the 8th anniversary of the #МН17 plane crash, our thoughts are with the relatives and friends of those innocently killed by Russia. Currently, Russia continues to sow grief and death on Ukrainian soil. But nothing will go unpunished! Every criminal will be brought to justice!","On the 8th anniversary of the МН17 plane crash, our thoughts are with the relatives and friends of those innocently killed by Russia. Currently, Russia continues to sow grief and death on Ukrainian soil. But nothing will go unpunished! Every criminal will be brought to justice!"
199,Held talks with 🇹🇷 President @RTErdogan. Thanked for condolences over new civilian victims of the Russian aggression. We appreciate 🇹🇷 support. Discussed the importance of unblocking 🇺🇦 ports and resuming grain exports. We must also prevent Russia from taking our grain from TOT.,Held talks with 🇹🇷 President . Thanked for condolences over new civilian victims of the Russian aggression. We appreciate 🇹🇷 support. Discussed the importance of unblocking 🇺🇦 ports and resuming grain exports. We must also prevent Russia from taking our grain from TOT.
200,"Truly grateful to 🇺🇸 President @POTUS, the 🇺🇸 people for continuing effective support of 🇺🇦 in countering Russia's aggression. More #HIMARS, 155mm shells are our priority needs. It is what helps us press on the enemy. We appreciate the 🇺🇸 support! Let's go to victory together!","Truly grateful to 🇺🇸 President , the 🇺🇸 people for continuing effective support of 🇺🇦 in countering Russia's aggression. More HIMARS, 155mm shells are our priority needs. It is what helps us press on the enemy. We appreciate the 🇺🇸 support! Let's go to victory together!"
201,Horrible news of a brutal assassination of former Prime Minister of Japan Shinzo Abe. I am extending my deepest condolences to his family and the people of Japan at this difficult time. This heinous act of violence has no excuse.,Horrible news of a brutal assassination of former Prime Minister of Japan Shinzo Abe. I am extending my deepest condolences to his family and the people of Japan at this difficult time. This heinous act of violence has no excuse.
202,We’re further strengthening cooperation with the Latin American region. Had the 1st conversation in the history of 🇺🇦-🇵🇾 relations with President @MaritoAbdo. Fruitful &amp; constructive talks with another friend of 🇺🇦. We appreciate the support for 🇺🇦 on international platforms.,We’re further strengthening cooperation with the Latin American region. Had the 1st conversation in the history of 🇺🇦-🇵🇾 relations with President . Fruitful &amp; constructive talks with another friend of 🇺🇦. We appreciate the support for 🇺🇦 on international platforms.
203,Held talks with 🇲🇿 President #FilipeNyusi. Congratulated 🇲🇿 on election to the UNSC. Thanked for solidarity with 🇺🇦. Informed about the situation on the front &amp; resistance to RF's aggression. Discussed the issue of food security. We must overcome the food crisis caused by Russia.,Held talks with 🇲🇿 President FilipeNyusi. Congratulated 🇲🇿 on election to the UNSC. Thanked for solidarity with 🇺🇦. Informed about the situation on the front &amp; resistance to RF's aggression. Discussed the issue of food security. We must overcome the food crisis caused by Russia.
204,Held talks with @BorisJohnson. Thanked for the unwavering support of 🇺🇦 - the recent decision to provide £1 billion in security aid and today's - £100 million. Talked about food security for the world and security guarantees for 🇺🇦. Grateful for 🇬🇧’s willingness to host #URC2023,Held talks with . Thanked for the unwavering support of 🇺🇦 - the recent decision to provide £1 billion in security aid and today's - £100 million. Talked about food security for the world and security guarantees for 🇺🇦. Grateful for 🇬🇧’s willingness to host URC2023
205,"Happy Independence Day to the people of 🇺🇸 and @POTUS! I wish the friendly people of 🇺🇸 peace and prosperity. I appreciate the leadership assistance of the United States in Ukraine's defending of common values - Freedom, Democracy and Independence.","Happy Independence Day to the people of 🇺🇸 and ! I wish the friendly people of 🇺🇸 peace and prosperity. I appreciate the leadership assistance of the United States in Ukraine's defending of common values - Freedom, Democracy and Independence."
206,"I commend the decision of the Supreme Court of the State of Israel, which obliges the government of 🇮🇱 to abolish any additional restrictions on the entry of citizens of 🇺🇦. The rule of law and respect for human rights is exactly what distinguishes a true, developed democracy!","I commend the decision of the Supreme Court of the State of Israel, which obliges the government of 🇮🇱 to abolish any additional restrictions on the entry of citizens of 🇺🇦. The rule of law and respect for human rights is exactly what distinguishes a true, developed democracy!"
207,"I commend US historic decision to provide UA with new security assistance package, including modern air defense systems. Thank you @POTUS for your continued leadership and support of UA in its fight against the aggressor. Together towards the victory!","I commend US historic decision to provide UA with new security assistance package, including modern air defense systems. Thank you  for your continued leadership and support of UA in its fight against the aggressor. Together towards the victory!"
208,"Distance is not an obstacle for friendly countries. Glad to establish contact with the newly elected President of Chile @gabrielboric. Thanked for the support in the UN, humanitarian aid for 🇺🇦. Discussed the possibility of involving Chilean specialists in demining 🇺🇦 territories","Distance is not an obstacle for friendly countries. Glad to establish contact with the newly elected President of Chile . Thanked for the support in the UN, humanitarian aid for 🇺🇦. Discussed the possibility of involving Chilean specialists in demining 🇺🇦 territories"
209,"I continue to establish relations with an important region - Latin America. Talked with President @alferdezprensa, thanked for humanitarian aid, condemnation of Russian aggression and suspension of Russian membership in the #UN Human Rights Council.","I continue to establish relations with an important region - Latin America. Talked with President , thanked for humanitarian aid, condemnation of Russian aggression and suspension of Russian membership in the UN Human Rights Council."
